pathway	external_id	source	hgnc_symbol_ids
Pentose phosphate pathway (hexose monophosphate shunt)	R-HSA-71336	Reactome	PGD,TALDO1,G6PD,PGLS,TKT,RPE,RPIA
Metabolism of carbohydrates	R-HSA-71387	Reactome	PCK2,AAAS,AGL,LYVE1,CHSY3,BGN,CHSY1,TPI1,PCK1,FBP1,FBP2,B3GAT3,B3GAT2,B3GAT1,HPSE2,SLC25A13,SLC25A12,SLC25A11,SLC25A10,DCN,B3GNT7,CALM2,CALM3,B3GNT2,CALM1,NDST1,NDST2,NDST3,NDST4,PYGB,KHK,FMOD,GOT2,RPE,GOT1,PYGL,PYGM,GUSB,B3GALT6,GPI,EXT1,NUP98,HK2,HK3,SLC25A1,HK1,NUP93,IDS,TPR,NUPL2,HPSE,TREH,CSPG4,CSPG5,PPP2CA,HYAL2,SLC2A5,NUP54,SLC2A3,SLC2A2,SLC2A1,B4GALT4,HYAL3,B4GALT7,PKM,HYAL1,NUP205,CHPF,NUP88,DSEL,NUP43,SEH1L,G6PD,HSPG2,NUP85,G6PC3,G6PC2,GNS,PPP1R3C,SLC9A1,MGAM,PRKACG,PC,TKT,UGP2,B4GALT1,B4GALT3,B4GALT2,B4GALT5,PHKG2,PHKG1,PGK1,HMMR,B3GNT4,EPM2A,PPP2CB,POM121,GCK,SGSH,PHKA1,GCKR,PGM2,PGM1,CHST9,SLC26A1,SLC26A2,GYS2,CHST1,NCAN,CHST3,DSE,CHST5,CHST7,CHST6,BCAN,GYS1,LCT,GALK1,SDC1,SLC2A4,B3GNT3,G6PC,TKFC,NUP153,B4GAT1,SLC35B3,SLC35B2,HS6ST1,NUP155,HS6ST3,PPP2R5D,AMY1A,AMY1C,AMY1B,HS3ST3B1,NUP133,SDC3,ACAN,HS6ST2,HS3ST5,HS3ST2,PGAM2,PGAM1,LUM,HEXB,PKLR,CHST2,NUP62,SDC4,CSGALNACT2,TALDO1,PRELP,CSGALNACT1,RANBP2,GALT,NUP107,CHP1,NAGLU,B4GALT6,GAPDH,SORD,NUP214,ENO2,ENO3,GXYLT1,GXYLT2,GLCE,AKR1B1,IDUA,AMY2A,NUP50,PFKP,OMD,NUP210,NUP58,PGLS,GLB1,HEXA,SI,SLC5A3,PRKACA,PRKACB,SLC35D2,SDC2,PPP2R1A,PPP2R1B,HS3ST4,LALBA,HS3ST1,STAB2,HS2ST1,CHPF2,VCAN,AGRN,SLC5A1,SLC5A2,UST,SLC5A4,MDH2,MDH1,SLC5A9,GYG1,EXT2,PAPSS1,PGD,PAPSS2,PRPS2,SLC37A4,PRPS1,HS3ST3A1,PHKA2,PHKB,NUP188,PFKM,PFKL,RPIA,GBE1,GYG2,GAA,KERA,ST3GAL3,ST3GAL2,ST3GAL1,ST3GAL6,AMY2B,ST3GAL4,PRPS1L1,CD44,NUP160,GLB1L,GAPDHS,HS3ST6,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,ALDOA,ALDOC,ALDOB,ENO1,CHST11,CHST13,CHST12,CHST15,CHST14,ARSB,GALE,PFKFB1,PFKFB3,PFKFB2,NUP35,PFKFB4,NUP37,OGN,ABCC5,FGF21,RAE1
lysine degradation I (saccharopine pathway)	LYSINE-DEG1-PWY	HumanCyc	DHTKD1,AASS,AADAT,ALDH7A1
glycerol-3-phosphate shuttle	PWY-6118	HumanCyc	GPD1,GPD2
Peroxisomal lipid metabolism	R-HSA-390918	Reactome	CRAT,MLYCD,AGPS,ABCD1,FAR2,AMACR,ACOX2,ACOX3,IDH1,ACOX1,SCP2,HACL1,ACAA1,FAR1,ACOT8,GNPAT,SLC25A17,PHYH,HSD17B4,CROT,SLC27A2
alk in cardiac myocytes	alkpathway	BioCarta	TGFB1,TGFB2,TGFB3,SMAD4,SMAD5,SMAD6,RFC1,SMAD1,BMPR1A,BMP10,MYL2,NKX2-5,MAP3K7,NPPB,NPPA,TGFBR2,TGFBR1,GATA4,BMP7,BMP5,BMP4,BMP2,NOG,MEF2C,CHRD,BMPR2,ATF2
XAV939 inhibits tankyrase, stabilizing AXIN	R-HSA-5545619	Reactome	TNKS,TNKS2
The NLRP1 inflammasome	R-HSA-844455	Reactome	BCL2L1,NLRP1,BCL2
RNA Polymerase I Transcription Initiation	R-HSA-73762	Reactome	HDAC1,HDAC2,ERCC2,ERCC3,KAT2B,KAT2A,TTF1,POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,CHD3,EHMT2,CHD4,UBTF,MTA1,MTA2,MTA3,TWISTNB,GTF2H3,GTF2H2,GTF2H1,CDK7,TAF1A,GTF2H5,GTF2H4,POLR2E,RRN3,POLR2F,ERCC6,POLR2L,MNAT1,POLR2H,POLR2K,TAF1C,TAF1B,ZNRD1,TAF1D,CD3EAP,GTF2H2C,RBBP7,RBBP4,MBD3,TBP,GATAD2B,GATAD2A,CCNH
WNT ligand secretion is abrogated by the PORCN inhibitor LGK974	R-HSA-5340573	Reactome	PORCN
Signaling by WNT in cancer	R-HSA-4791275	Reactome	TNKS,PORCN,TNKS2
pentose phosphate pathway (non-oxidative branch)	NONOXIPENT-PWY	HumanCyc	TALDO1,TKTL1,TKTL2,TKT,RPIA,RPE
Detoxification of Reactive Oxygen Species	R-HSA-3299685	Reactome	GSR,PRDX6,PRDX5,PRDX3,PRDX2,CCS,CAT,TXN,GPX3,TXNRD2,TXNRD1,SOD2,SOD3,PRDX1,SOD1,P4HB,AQP8,TXN2,CYCS,ERO1A,GPX1,GSTP1,GPX2,GPX7,GPX8
Activation of DNA fragmentation factor	R-HSA-211227	Reactome	H1F0,CASP3,HMGB2,HMGB1,KPNB1,DFFA,DFFB,KPNA1,HIST1H1D,HIST1H1E,HIST1H1A,HIST1H1B,HIST1H1C
L13a-mediated translational silencing of Ceruloplasmin expression	R-HSA-156827	Reactome	RPL21P16,RPL22,EIF3H,EIF3I,EIF3J,EIF3K,EIF3A,EIF3B,EIF3C,EIF3D,EIF3E,EIF3F,EIF3G,RPS26,EIF3CL,RPL14,RPL15,RPL17,RPL10,RPL11,RPL12,RPL13,RPL18,RPL19,RPL36AP37,EIF4G1,UBA52,RPL37A,RPL8,RPL9,RPL6,PABPC1,RPL27A,RPL5,RPL3,RPL7A,RPL41,RPL10A,RPS28P7,EIF4H,RPL39P3,EIF4E,EIF4B,RPL17-C18orf32,RPSAP58,EIF4A1,EIF4A2,RPLP2,RPLP1,RPLP0,RPL18A,RPL35A,RPS15A,RPS7,RPS6,RPS5,RPS3,RPS2,RPS9,RPS8,RPS28P4,RPS4Y1,RPS15,RPL13A,RPL7,RPL4,RPL36A,RPS27,RPS24,RPS27A,RPS23,RPS20,RPS21,RPS28,RPS29,RPS4X,EIF1AX,RPSA,RPS3A,RPS13,RPS12,RPS11,RPS10,RPS17,RPS16,RPL23A,RPS14,RPS19,RPS18,RPL3L,RPS25,EIF2S1,EIF2S3,EIF2S2,RPL29,RPL28,RPL24,RPL27,RPL26,RPL21,RPL23,FAU,RPS26P25,EIF1AXP1,RPS26P20,RPL26L1,RPL38,RPL39,RPL36,RPL37,RPL34,RPL35,RPL32,RPL30,RPL31,RPL23AP42
Eukaryotic Translation Initiation	R-HSA-72613	Reactome	RPL21P16,RPL22,EIF3H,EIF3I,EIF3J,EIF3K,EIF3A,EIF3B,EIF3C,EIF3D,EIF3E,EIF3F,EIF3G,RPS26,RPLP1,EIF3CL,RPLP0,RPL18A,RPL35A,RPL14,RPL15,RPL17,RPL10,RPL11,RPL12,RPL13,RPL18,RPL19,RPL36AP37,EIF4G1,UBA52,RPL37A,RPL8,RPL9,RPL6,PABPC1,RPL27A,RPS27A,RPL3,EIF5B,RPL7A,RPL41,RPL10A,RPS28P7,EIF4H,RPL39P3,EIF4E,EIF4B,EIF4EBP1,RPL17-C18orf32,RPSAP58,EIF4A1,EIF4A2,RPLP2,EIF2B4,EIF2B5,EIF2B2,EIF2B3,RPS15A,EIF2B1,RPS7,RPS6,RPS5,RPS3,RPS2,RPS17,RPS9,RPS8,RPS28P4,RPS4Y1,RPS15,RPL13A,RPL7,RPL4,RPL36A,RPS27,RPS24,RPS25,RPS23,RPS20,RPS21,RPS28,RPS29,RPS4X,EIF1AX,RPSA,RPS3A,RPS13,RPS12,RPS11,RPS10,RPL5,RPS16,RPL23A,RPS14,RPS19,RPS18,EIF5,RPL3L,EIF2S1,EIF2S3,EIF2S2,RPL29,RPL28,RPL24,RPL27,RPL26,RPL21,RPL23,FAU,RPS26P25,EIF1AXP1,RPS26P20,RPL26L1,RPL38,RPL39,RPL36,RPL37,RPL34,RPL35,RPL32,RPL30,RPL31,RPL23AP42
Na+/Cl- dependent neurotransmitter transporters	R-HSA-442660	Reactome	SLC6A3,SLC6A2,SLC6A1,SLC6A7,SLC6A6,SLC6A5,SLC6A9,SLC6A20,SLC6A19,SLC6A18,SLC22A1,SLC22A2,SLC18A2,SLC6A13,SLC6A12,SLC6A11,SLC18A1,SLC6A15,SLC6A14
Metabolism of Angiotensinogen to Angiotensins	R-HSA-2022377	Reactome	ENPEP,AGT,ACE,CTSD,GZMH,CMA1,CPB1,CTSG,CTSZ,CPB2,REN,ANPEP,CPA3,MME,ACE2,ATP6AP2
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	R-HSA-73779	Reactome	GTF2F1,ERCC2,ERCC3,TAF13,TAF12,TAF11,TAF10,GTF2A1,GTF2A2,GTF2E1,GTF2E2,GTF2B,TAF4B,GTF2H3,GTF2H2,GTF2H1,CDK7,GTF2H5,GTF2H4,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,MNAT1,POLR2I,POLR2H,POLR2K,POLR2J,TAF6,TAF5,TAF4,TAF3,TAF2,TAF1,GTF2F2,TBP,AK6,TAF9,TAF1L,GTF2H2C,TAF9B,CCNH
phytol degradation	PWY66-389	HumanCyc	ALDH3A2,PECR
L-dopachrome biosynthesis	PWY-6481	HumanCyc	TYR
Hh mutants that don,t undergo autocatalytic processing are degraded by ERAD	R-HSA-5362768	Reactome	OS9,VCP,SEL1L,ERLEC1,RPS27A,UBA52,SYVN1,DERL2,UBB,UBC,SHH
Hh mutants abrogate ligand secretion	R-HSA-5387390	Reactome	OS9,VCP,SEL1L,ERLEC1,RPS27A,UBA52,SYVN1,DERL2,UBB,UBC,SHH
Retinoid cycle disease events	R-HSA-2453864	Reactome	NAPEPLD
Diseases associated with visual transduction	R-HSA-2474795	Reactome	NAPEPLD
Diseases of signal transduction	R-HSA-5663202	Reactome	EP300,FGFR1OP2,FYN,PDGFRA,AKT1,AKT2,AKT3,FGFR4,MLST8,PIK3CA,PIK3CB,HDAC6,PIK3CD,MIB1,MIB2,MYC,KRAS,PIK3R2,ZMYM2,ERBB3,CD28,SHC1,ERBB4,TRIM24,ERLEC1,CREB1,JAG2,KITLG,FGFR2,FGFR3,FGFR1,NRG2,ZFYVE9,PTPN11,GSK3A,KIT,MAMLD1,GRB2,UBB,CCNC,HDAC11,HDAC10,TNKS,UBC,CDKN1B,HRAS,RPS27A,GAB2,KAT2B,KAT2A,FRS2,MYO18A,IRS2,HES5,PSENEN,RICTOR,RPS6KB2,MAML2,MAML3,MAML1,UBA52,EGF,DERL2,AKT1S1,PIK3R3,BCR,PIK3R1,TNKS2,OS9,FKBP1A,CHUK,CUX1,CDKN1A,FGF9,FGF8,FGF7,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,VAV1,GAB1,CBL,BTC,CD80,HES1,FGF22,LCK,FGF20,CD19,HDAC1,PDGFRB,HDAC3,HDAC2,HDAC5,HDAC4,HDAC7,TGFB1,HDAC9,HDAC8,NAPEPLD,SMAD2,SMAD3,SHH,CDC37,TSC2,NCOR2,NCOR1,NEURL1B,APH1B,APH1A,STAT3,STAT1,NEURL1,PSEN2,CD86,SYVN1,HBEGF,FGF19,FGF18,LRRFIP1,FGF10,FGF17,FGF16,TGFBR2,SEL1L,FOXO1,DLL1,FGF23,MTOR,NCSTN,HEY2,HEY1,PORCN,ADAM10,TBL1XR1,SOS1,RBPJ,IRS1,BAD,KL,STAT5B,STAT5A,MDM2,EREG,CDK8,HSP90AA1,HEYL,ERBB2,ADAM17,EGFR,TGFBR1,FOXO3,PLCG1,FOXO4,CPSF6,TRAT1,NRAS,MAPKAP1,NRG1,NRG3,JAG1,NRG4,PDGFA,PDGFB,KLB,NR4A1,VCP,FGFR1OP,GSK3B,PDPK1,SNW1,TBL1X,NOTCH1,CASP9,CREBBP,DLL4,CNTRL
VEGFA-VEGFR2 Pathway	R-HSA-4420097	Reactome	NCF2,NRAS,SPTB,SPRED1,SPRED2,SPRED3,BRK1,AKT1,PTK2B,AKT3,ARAF,RAPGEF2,RASAL1,RASAL3,RASAL2,EGF,AXL,CAV1,PEBP1,CALM2,CALM3,CALM1,PIK3CA,PIK3CB,PPP2R1B,NF1,GRIN1,KRAS,CDH5,FGA,FGB,CUL3,ERBB2,ERBB3,SHC1,SHC2,SHC3,CAMK2D,NCF1,CAMK2G,CAMK2A,CAMK2B,NRG1,SH2D2A,RAP1A,ERBB4,KITLG,FGFR2,FGFR3,FGFR1,SPTA1,SOS1,FN1,PPP2CA,PHB,PPP2CB,AKT2,CSF2,KIT,PPP2R5B,UBA52,GRB2,UBB,UBC,LAT,RBX1,ELMO1,PAK2,PAK3,CSF2RB,RASGRP3,CSF2RA,APBB1IP,RASGRP4,PIK3R2,SPTAN1,HRAS,DOCK1,ITGB3,FRS3,FRS2,TRIB3,CRK,RICTOR,MAPKAPK3,MAPKAPK2,NCKAP1,KBTBD7,THEM4,NCAM1,JUP,JAK2,JAK3,PIK3R1,JAK1,KSR1,KSR2,ANGPT1,EREG,FGG,RASGEF1A,CSK,SHB,VEGFA,FGF9,FGF8,ITPR2,FGF6,FGF5,FGF4,BCAR1,FGF2,FGF1,DLG4,CYBB,VAV1,PPP5C,VAV3,VAV2,ITGAV,PAK1,CYBA,ELMO2,BTC,ITGA2B,PPP2R5D,PPP2R5E,VWF,IL17RD,FGF22,PPP2R5A,LAMTOR2,LAMTOR3,PDGFRB,PDGFRA,TLN1,NCF4,IL2,RAP1B,MAP2K1,AKAP9,MAPK14,FGF7,RASGRP1,ARRB2,MAPK11,CTNND1,ARRB1,CNKSR2,RAF1,RHOA,TEK,MAPK3,FGF3,CNKSR1,DUSP10,HBEGF,FGF19,MAPK1,DUSP9,DUSP8,MARK3,DUSP5,DUSP4,DUSP7,FGF10,FGF17,FGF16,KDR,DUSP2,SRC,RPS27A,IL5RA,PAQR3,DAB2IP,FGF23,MTOR,MLST8,IL2RA,IL2RB,DUSP6,RASGRF1,RASGRF2,IL2RG,DUSP1,IRS1,IRS2,KL,ITPR1,PRKACG,IL5,PRKACA,IL3,PRKACB,HSP90AA1,CDC42,PPP2R1A,SPHK1,NCKAP1L,CYFIP1,CYFIP2,EGFR,CTNNB1,MAP2K2,PLCG1,MAP3K11,WDR83,SPTBN5,SPTBN4,IQGAP1,SPTBN1,WASF1,WASF2,WASF3,NEFL,ITPR3,BAIAP2,FYN,SPTBN2,MAPKAP1,PEA15,PXN,YWHAB,FGF18,NRG3,NRG2,PTK2,NRG4,BRAF,PDGFA,PDGFB,NOS3,GRIN2D,KLB,RAC1,PRKCA,CTNNA1,PRKCB,VCL,PRKCD,SYNGAP1,PRKCZ,PDPK1,RASA4,DUSP16,RASA1,RASA2,RASA3,ACTN2,BRAP,NCK1,NCK2,ABI2,ABI1,ROCK1,ROCK2,AHCYL1,GRIN2B,GRIN2C,GRIN2A,FGFR4,FGF20,PTPRA,IL3RA,PPP2R5C
Bile acid and bile salt metabolism	R-HSA-194068	Reactome	SLCO1A2,BAAT,SCP2,FABP6,SLCO1B3,AKR1C4,AKR1C1,AKR1C2,AKR1C3,NCOA2,SLC10A2,SLC10A1,NCOA1,CYP46A1,CYP39A1,NR1H4,CYP7A1,HSD17B4,RXRA,PTGIS,AMACR,ABCB11,ACOT8,SLC27A5,SLC27A2,SLCO1B1,CYP7B1,ACOX2,CYP8B1,AKR1D1,CYP27A1,HSD3B7,ALB,ABCC3,CH25H
Metabolism of steroid hormones and vitamin D	R-HSA-196071	Reactome	HSD17B12,STAR,CYP17A1,FDXR,CYP11A1,CGA,CYP27B1,SRD5A3,HSD17B1,SRD5A1,HSD17B3,HSD11B2,HSD11B1,LHB,CUBN,CYP21A2,GC,POMC,AKR1B1,CYP2R1,LRP2,CYP24A1,CYP19A1,SRD5A2,FDX1L,HSD3B1,HSD3B2,CYP11B2,CYP11B1,FDX1,STARD6,STARD4,STARD5
Axonal growth inhibition (RHOA activation)	R-HSA-193634	Reactome	OMG,LINGO1,RTN4,ARHGEF1,NGFR,MAG,ARHGDIA,RHOA
p75NTR regulates axonogenesis	R-HSA-193697	Reactome	NGF,OMG,LINGO1,RTN4,ARHGEF1,NGFR,MAG,ARHGDIA,RHOA
Acyl chain remodelling of PS	R-HSA-1482801	Reactome	PLA2G16,PLA2G10,JMJD7-PLA2G4B,PLA2G12A,MBOAT1,PLA2G2A,LPCAT4,PLA2G5,PLA2G2E,PLA2G2D,PLA2G1B,PLA2G2F,PLA2G4B,PLA2G4A,PLA2G4D,PLA2G4F,PLA2G4E,LPCAT3
G-protein activation	R-HSA-202040	Reactome	GNAO1,GNAT1,GNAT3,GNAT2,GNAI2,GNAI3,GNAI1,GNG10,GNG11,GNG12,GNG13,GNG3,PDYN,GNB5,GNB4,GNB1,GNB3,GNB2,OPRM1,POMC,GNAZ,GNG7,GNG4,GNG5,GNG2,GNGT2,GNGT1,GNG8
ADP signalling through P2Y purinoceptor 12	R-HSA-392170	Reactome	GNG12,GNAT3,GNAI2,GNAI3,GNAI1,GNG10,GNG11,P2RY12,GNG13,GNG3,GNB5,GNB4,GNB1,GNB3,GNB2,GNG7,GNG4,GNG5,GNG2,GNGT2,GNGT1,GNG8
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	R-HSA-110328	Reactome	SMUG1,NEIL2,TDG,MBD4,NEIL1,UNG,NTHL1,OGG1
fatty acid &alpha;-oxidation III	PWY66-388	HumanCyc	ALDH3A2,HACL1,FA2H
UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis I	PWY-5512	HumanCyc	GALE
IFN alpha signaling	None	INOH	IFNA8,STAT3,STAT2,STAT1,IFNA2,IFNA1,IFNA21,IFNA7,IFNA6,IFNA5,IFNA4,IFNAR2,IFNAR1,IRF9,JAK1,IFNA13,TYK2,IFNA10,IFNA17,IFNA16,IFNA14
Methionine Cysteine metabolism	None	INOH	LDHAL6B,MAT1A,CTH,GAD1,GAD2,AHCYL1,BHMT,AHCYL2,MPST,CBSL,GOT2,GOT1,LDHA,LDHB,LDHC,MAT2A,MAT2B,MTR,CARS,CDO1,BAAT,CSAD,CBS,MARS,AHCY
B cell receptor signaling	None	INOH	FYN,IKBKB,ARAF,IKBKG,IGKV1D-33,IGKV2-40,PIK3CA,PIK3CB,PIK3CD,MAP3K7,RELA,BLNK,KRAS,IGKV1-5,SYK,GRB2,IGKV3D-11,MAPK1,NFKBIB,HRAS,NFKBIA,NFKBIE,IGKV1D-16,IGKC,IGLV7-43,CD79B,TMEM189-UBE2V1,PIK3R2,PIK3R1,TMEM189,CHUK,IGKV3-20,ITPR3,ITPR1,UBE2N,VAV1,PSMD11,PSMD10,PSMD13,PSMD12,LCK,CD19,IGKV4-1,PSMB10,IGLC1,RAF1,CD79A,PSMA2,PSMA3,BCL10,IGKV3D-20,MAPK3,PSMA1,PSMA6,PSMA7,PSMA4,PSMA5,NFKB1,SRC,UBE2V1,SOS2,SOS1,PLCG2,DAPP1,UBE2NL,PSMB9,PSMB8,PSMB7,PSMB6,PSMB5,PSMB4,PSMB3,PSMB2,PSMB1,PSMD9,PSMD8,PSMD5,PSMD4,PSMD7,PSMD6,PSMD1,PSMD3,PSMD2,MAP2K2,MAP2K1,NRAS,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,MALT1,TRAF6,CARD11,PRKCB,IGHD,IGHM,TAB3,TAB2,TAB1,BRAF
wybutosine biosynthesis	PWY-7283	HumanCyc	LCMT2,TYW1,TYW3
Transport of glycerol from adipocytes to the liver by Aquaporins	R-HSA-432030	Reactome	AQP7,AQP9
HSF1 activation	R-HSA-3371511	Reactome	HSF1,HSPA6,HDAC6,EEF1A1,FKBP4,HSPA1B,HSPA1A,RLN1,CRYBA4,HSBP1,HSPH1,DNAJB1,HSPB1,DNAJB6,HSP90AB1,MRPL18,HSPA1L,HSPB2,GML,TRIM24,VCP,COL4A6,TNFRSF21,PTGES3,RPA1,RPA3,RPA2,UBB,HSP90AA1,SERPINH1,DEDD2
phospho-PLA2 pathway	R-HSA-111995	Reactome	PLA2G4A,MAPK1
Ca-dependent events	R-HSA-111996	Reactome	PRKAR2A,PRKAR2B,ADRBK1,CALM2,CALM3,CALM1,PDE1C,PDE1B,PDE1A,CAMK4,MAPK1,PRKCA,CREB1,PRKCD,PRKCG,PRKAR1A,PRKAR1B,PLA2G4A,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,ADCY8,ADCY9,PRKACG,PRKACA,PRKACB
PLC beta mediated events	R-HSA-112043	Reactome	GNAO1,PRKAR2A,PRKAR2B,ITPR3,GNAT1,GNAT3,GNAT2,GNAI2,ADRBK1,GNAI1,CALM2,CALM3,CALM1,PDE1C,PDE1B,PDE1A,CAMK4,GNAI3,MAPK1,PLCB1,PLCB2,PLCB3,PLCB4,PRKCA,CREB1,PRKCD,PRKCG,PRKAR1A,PRKAR1B,ITPR2,AHCYL1,PLA2G4A,ITPR1,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,ADCY8,ADCY9,GNAZ,PRKACG,PRKACA,PRKACB
Uncoating of the HIV Virion	R-HSA-162585	Reactome	PPIAP22,PPIA
Reverse Transcription of HIV RNA	R-HSA-162589	Reactome	PPIAP22,PPIA
uracil degradation	PWY-3982	HumanCyc	UPB1,DPYS,DPYD
Acyl chain remodelling of PC	R-HSA-1482788	Reactome	PLB1,MBOAT2,PLA2G1B,PLA2G12A,PLA2G6,LPCAT4,PLA2G5,LPCAT2,LPCAT3,LPCAT1,PNPLA8,PLA2G3,PLBD1,PLA2G2A,PLA2G2E,PLA2G2D,PLA2G2F,PLA2G4C,PLA2G4B,PLA2G4A,PLA2G4F,PLA2G4E,PLA2G4D,PLA2G16,PLA2G10,JMJD7-PLA2G4B
palmitate biosynthesis	PWY-5994	HumanCyc	OXSM,FASN,ACOT8,ACOT7,ACOT4,ACOT2,ACOT1
G alpha (s) signalling events	R-HSA-418555	Reactome	MC2R,RLN1,RLN2,RLN3,RXFP1,RXFP2,GNG10,GNG11,GNG12,MC5R,PDE7A,PDE7B,GLP1R,ADM2,MC1R,LHB,GIP,VIPR1,RAMP1,PTH2R,RAMP3,RAMP2,HTR6,HTR7,HTR4,PDE8A,PDE8B,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,AVPR2,ADCY8,ADCY9,GNG7,VIP,GNG5,GNG2,GNG3,NPS,GHRHR,TSHB,GPBAR1,PTGDR,TSHR,CRH,MC4R,ADORA2A,ADORA2B,PTH,GNG4,INSL3,HRH2,SCT,GCG,MC3R,IAPP,PTH2,GNAS,PDE4D,AVP,GNAZ,PTGER4,GNG8,SCTR,LHCGR,GHRH,PTGER2,ADCYAP1,PDE11A,GNG13,GNAI2,GNAI3,GNAI1,CGA,PDE3A,P2RY11,PDE3B,GNB5,GNB4,GNB1,GNB3,GNB2,POMC,ADM,PDE10A,TAAR5,TAAR6,TAAR1,TAAR3,TAAR2,TAAR9,TAAR8,ADRB1,ADRB2,ADRB3,PDE4A,PDE4B,PDE4C,CRHR2,GLP2R,CRHR1,PTH1R,PDE2A,GNAT3,ADCYAP1R1,GIPR,FSHB,PDE1B,PDE1A,PTHLH,VIPR2,FSHR,CALCRL,PTGIR,GCGR,NPSR1,CALCR,DRD5,DRD1,GNGT2,GNGT1,CALCA,CALCB
Adenylate cyclase activating pathway	R-HSA-170660	Reactome	ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,ADCY8,ADCY9,GNAL
G-protein mediated events	R-HSA-112040	Reactome	GNAO1,PRKAR2A,PRKAR2B,ITPR3,GNAT1,GNAT3,GNAT2,GNAI2,ADRBK1,GNAI1,CALM2,CALM3,CALM1,PDE1C,PDE1B,PDE1A,CAMK4,GNAI3,MAPK1,PLCB1,PLCB2,PLCB3,PLCB4,PRKCA,CREB1,PRKCD,PRKCG,PRKAR1A,PRKAR1B,ITPR2,AHCYL1,PLA2G4A,ITPR1,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,ADCY8,ADCY9,GNAZ,PRKACG,PRKACA,PRKACB,GNAL
MyD88 dependent cascade initiated on endosome	R-HSA-975155	Reactome	PPP2R1A,PPP2R1B,NFKBIB,DUSP6,HMGB1,IRAK4,AGER,SAA1,TMEM189-UBE2V1,MAP2K3,MAP2K1,RIPK2,MAPK10,IKBKG,MAP2K4,S100A12,MAPKAPK3,MAPKAPK2,MAPK14,S100B,MAPK9,MAP3K8,DHX36,PELI3,PELI2,MAP3K1,JUN,MAP3K7,MAPK11,MAPK3,MAPK1,NOD1,MAPK7,NOD2,IRAK2,NFKB1,TMEM189,IRAK1,DUSP3,MAPK8,DHX9,NFKBIA,TRAF6,FOS,MAP2K6,NFKB2,DUSP7,CHUK,CREB1,RPS6KA3,ECSIT,DUSP4,UBE2V1,PELI1,RELA,RPS6KA1,IKBKB,RPS6KA2,MYD88,IRF7,RPS6KA5,UBE2N,TAB3,TAB2,TAB1,PPP2CB,UBE2NL,MEF2C,PPP2CA,MEF2A,ELK1,TLR7,PPP2R5D,MAP2K7,TLR8,TLR9,ATF1,APP,ATF2
RNA Polymerase I Promoter Escape	R-HSA-73772	Reactome	ERCC2,ERCC3,POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,UBTF,GTF2H3,GTF2H2,GTF2H1,CDK7,TAF1A,GTF2H5,GTF2H4,POLR2E,RRN3,POLR2F,POLR2L,MNAT1,POLR2H,POLR2K,TAF1C,TAF1B,ZNRD1,TAF1D,CD3EAP,GTF2H2C,TWISTNB,TBP,CCNH
sphingosine and sphingosine-1-phosphate metabolism	PWY3DJ-11470	HumanCyc	ACER2,SPHK2,SPHK1,ACER1,ASAH1,ASAH2,PTGR1,SGPP2,SGPP1
p53-Dependent G1 DNA Damage Response	R-HSA-69563	Reactome	CCNE1,TP53,CCNE2,CDKN1B,CDKN1A,ATM,CDK2,UBA52,RPS27A,UBB,UBC,RFWD2,MDM2
p53-Dependent G1/S DNA damage checkpoint	R-HSA-69580	Reactome	CCNE1,TP53,CCNE2,CDKN1B,CDKN1A,ATM,CDK2,UBA52,RPS27A,UBB,UBC,RFWD2,MDM2
IFN gamma signaling	None	INOH	STAT1,IFNG,JAK2,IFNGR1,IFNGR2,JAK1
Presynaptic function of Kainate receptors	R-HSA-500657	Reactome	PLCB1,PLCB2,PLCB3,GNB5,GNB1,GRIK3,GNG10,GNG11,GNB3,GNG13,GNG7,GNG4,GNG5,GNG2,GNG3,GNGT1,GNB4,GNG12,GNB2,GNG8,GNGT2
Activation of Kainate Receptors upon glutamate binding	R-HSA-451326	Reactome	DLG1,DLG3,CALM2,DLG4,CALM1,GNG10,GNG11,GNG12,GNG13,GNGT2,PLCB1,PLCB2,PLCB3,GNB5,GNB4,GNB1,GNB3,GNB2,CALM3,GRIK1,GRIK2,GRIK3,GRIK4,GRIK5,GNG7,GNG4,GNG5,GNG2,GNG3,GNGT1,NCALD,GNG8
